-3.77351, -3.30082
2.29649, -1.68834
-0.228853, 0.718346
2.05029, -4.13993
1.56019, 4.05484
-1.28504, 3.36567
2.76048, -4.78862
-3.31675, 0.724387
-2.20767, 0.458579
-4.82698, 0.831787
-4.35357, 2.54654
-2.66843, -3.06707
-0.067737, 2.56047
-0.208621, -0.057403
-2.42107, -2.60732
-0.282034, 0.849169
1.16809, 0.804683
-4.16046, -3.40741
4.31865, 2.54052
0.0185779, -4.75716
1.86006, -1.30649
1.51955, -2.86148
1.7838, -4.01786
-3.7904, 1.80137
0.772691, 3.40005
-4.47239, -0.464925
2.65764, 4.70267
-2.7389, 4.9461
4.18855, 4.39875
3.13285, -4.82058
-3.66196, -4.4652
2.13423, -3.88223
4.85475, -1.00978
-2.27249, -2.48635
0.381503, -2.17807
-0.184705, -4.94115
-2.85282, -4.82141
-3.85744, 0.485221
-2.40972, -3.59523
4.02262, -3.64107
-2.60404, 3.31703
2.4877, 1.39112
-2.98782, -3.40902
1.74932, -4.35783
-1.00088, -1.73142
4.8646, -1.56771
-0.631128, -4.71304
3.45767, 0.264639
0.760227, 3.53705
2.01668, 3.48058
-2.20055, 4.36537
4.5178, 4.25213
3.81923, -2.0958
2.81925, -4.88856
3.30226, 3.61151
2.38611, -3.55226
-2.39566, 3.56702
0.478005, -4.11888
0.879036, 1.23628
2.04587, 4.45156
-1.58364, 2.60044
-4.60584, 1.1281
-2.86868, -0.0371396
3.38501, 4.92311
-4.43431, -4.22182
-4.1309, 4.2542
2.93058, -3.91109
-1.53666, 3.18053
-0.584588, 4.36633
4.16148, -4.50842
-4.22079, -2.30455
4.02376, 1.76876
3.2428, 1.46132
-3.12568, -2.41239
-4.39915, -3.68162
-4.8704, -1.21777
-3.48488, 4.77601
3.23965, 2.64042
4.94451, 3.91774
-0.537894, 2.21584
0.984075, -2.51551
2.58309, -0.506239
-0.0419062, 3.87488
-1.41, -3.51863
2.93687, -2.1815
3.09048, 0.650427
1.98306, 1.01655
2.42493, 1.46457
-4.99935, 1.56518
-2.03636, 1.5894
1.24291, 1.31016
-3.89583, 3.11177
-0.919667, 4.44785
2.14217, 3.67266
3.84437, -3.10647
4.69434, -2.47726
-1.68123, 3.57892
2.98294, 4.50338
1.18143, -3.50299
0.38703, -2.10988
0.401539, -1.24446
1.62891, -3.35215
-3.17203, -4.91427
-0.740232, -4.63608
-2.9126, -4.67391
