-3.77351, -3.30082
2.29649, -1.68834
-0.228853, 0.718346
2.05029, -4.13993
1.56019, 4.05484
-1.28504, 3.36567
2.76048, -4.78862
-3.31675, 0.724387
-2.20767, 0.458579
-4.82698, 0.831787
-4.35357, 2.54654
-2.66843, -3.06707
-0.067737, 2.56047
-0.208621, -0.057403
-2.42107, -2.60732
-0.282034, 0.849169
1.16809, 0.804683
-4.16046, -3.40741
4.31865, 2.54052
0.0185779, -4.75716
1.86006, -1.30649
1.51955, -2.86148
1.7838, -4.01786
-3.7904, 1.80137
0.772691, 3.40005
-4.47239, -0.464925
2.65764, 4.70267
-2.7389, 4.9461
4.18855, 4.39875
3.13285, -4.82058
-3.66196, -4.4652
2.13423, -3.88223
